Year,UNIT_MEASURE,Pol,Uzrok smrti (prema šiframa bolesti po MKB-10),Value
2003,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",791
2004,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",736
2005,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",590
2006,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",573
2007,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",650
2008,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",449
2009,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",468
2010,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",431
2011,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",379
2012,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",335
2013,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",588
2014,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",727
2015,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",776
2016,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",600
2017,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",715
2018,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",806
2019,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",913
2020,Broj,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasifikovani",765
2003,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",136
2004,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",141
2005,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",155
2006,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",149
2007,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",146
2008,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",133
2009,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",157
2010,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",106
2011,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",118
2012,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",118
2013,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",127
2014,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",120
2015,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",142
2016,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",118
2017,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",125
2018,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",112
2019,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",90
2020,Broj,Ž,"(S00-T98) Povrede, trovanja i druge posljedice dejstava spoljnih faktora",101
2003,Broj,Ž,special_purpose_codes,0
2004,Broj,Ž,special_purpose_codes,0
2005,Broj,Ž,special_purpose_codes,0
2006,Broj,Ž,special_purpose_codes,0
2007,Broj,Ž,special_purpose_codes,0
2008,Broj,Ž,special_purpose_codes,0
2009,Broj,Ž,special_purpose_codes,0
2010,Broj,Ž,special_purpose_codes,0
2011,Broj,Ž,special_purpose_codes,0
2012,Broj,Ž,special_purpose_codes,0
2013,Broj,Ž,special_purpose_codes,0
2014,Broj,Ž,special_purpose_codes,0
2015,Broj,Ž,special_purpose_codes,0
2016,Broj,Ž,special_purpose_codes,0
2017,Broj,Ž,special_purpose_codes,0
2018,Broj,Ž,special_purpose_codes,0
2019,Broj,Ž,special_purpose_codes,0
2020,Broj,Ž,special_purpose_codes,562
