Year,UNIT_MEASURE,Pol,Uzrok smrti (prema šiframa bolesti po MKB-10),Value
2006,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2007,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2008,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2009,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2010,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2011,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2012,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2013,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2014,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2015,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2016,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2017,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2018,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2019,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2020,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2021,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2022,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2023,Broj,Ž,(H60-H93) Bolesti uva i mastoidnog nastavka,0
2003,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3748
2004,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3957
2005,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3677
2006,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3458
2007,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3864
2008,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3756
2009,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3743
2010,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3926
2011,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4009
2012,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4109
2013,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3625
2014,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3635
2015,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3964
2016,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3743
2017,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3960
2018,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3905
2019,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4033
2020,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,4150
2021,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3956
2022,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3616
2023,Broj,Ž,(I00-I99) Bolesti cirkulatornog sistema,3266
2003,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,120
2004,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,134
2005,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,220
2006,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,228
2007,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,211
2008,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,173
2009,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,176
2010,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,173
2011,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,233
2012,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,161
2013,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,222
2014,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,209
2015,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,248
2016,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,204
2017,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,243
2018,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,282
2019,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,258
2020,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,254
2021,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,271
2022,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,256
2023,Broj,Ž,(J00-J99) Bolesti respiratornog sistema,249
2003,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,136
2004,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,141
2005,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,124
2006,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,146
2007,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,147
2008,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,131
2009,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,148
2010,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,156
2011,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,136
2012,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,145
2013,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,183
2014,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,188
2015,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,191
2016,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,185
2017,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,184
2018,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,191
2019,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,180
2020,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,169
2021,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,156
2022,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,174
2023,Broj,Ž,(K00-K93) Bolesti digestivnog sistema,190
2003,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,0
2004,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,3
2005,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,0
2006,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,1
2007,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2008,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2009,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2010,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,2
2011,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,1
2012,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,1
2013,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,11
2014,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,9
2015,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,15
2016,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,14
2017,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,19
2018,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,10
2019,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,16
2020,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,17
2021,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,21
2022,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,18
2023,Broj,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,27
2003,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,3
2004,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,2
2005,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,7
2006,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,9
2007,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,9
2008,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,14
2009,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,11
2010,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,8
2011,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,14
2012,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,12
2013,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,19
2014,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,14
2015,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,18
2016,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,13
2017,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,9
2018,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,17
2019,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,9
2020,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,21
2021,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,3
2022,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,13
2023,Broj,Ž,(M00-M99) Bolesti mišićno-koštanog sistema i vezivnog tkiva,9
2003,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,99
2004,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,92
2005,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,97
2006,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,114
2007,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,112
2008,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,113
2009,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,118
2010,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,115
2011,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,74
2012,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,120
2013,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,92
2014,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,77
2015,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,86
2016,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,101
2017,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,97
2018,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,103
2019,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,91
2020,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,108
2021,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,90
2022,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,125
2023,Broj,Ž,(N00-N99) Bolesti genitourinarnog sistema,153
2003,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2004,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2005,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",2
2006,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",2
2007,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2008,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2009,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2010,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2011,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2012,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2013,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2014,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2015,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2016,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2017,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2018,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2019,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2020,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",3
2021,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2022,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",1
2023,Broj,Ž,"(O00-O99) Trudnoća, porođaj i puerperijum",0
2003,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,21
2004,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,10
2005,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,10
2006,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2007,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2008,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,8
2009,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,12
2010,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,16
2011,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,16
2012,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,11
2013,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,8
2014,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,9
2015,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,8
2016,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,5
2017,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,10
2018,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,7
2019,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,5
2020,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,18
2021,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,4
2022,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,7
2023,Broj,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,5
2003,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2004,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",1
2005,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",8
2006,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2007,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",6
2008,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",10
2009,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",13
2010,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2011,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",2
2012,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",1
2013,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2014,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",7
2015,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",4
2016,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",2
2017,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",1
2018,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2019,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",4
2020,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",3
2021,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",0
2022,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",2
2023,Broj,Ž,"(Q00-Q99) Kongenitalne anomalije, deformacije i hromozomske nenormalnosti",2
2003,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",791
2004,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",736
2005,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",590
2006,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",573
2007,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",650
2008,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",449
2009,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",468
2010,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",431
2011,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",379
2012,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",335
2013,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",588
2014,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",727
2015,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",776
2016,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",600
2017,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",715
2018,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",806
2019,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",913
2020,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",765
2021,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",1026
2022,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",991
2023,Broj,Ž,"(R00-R99) Simptomi, znakovi i nenormalni klinički i laboratorijski nalazi, neklasifikovani na drugom mjestu",663
2003,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",136
2004,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",141
2005,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",155
2006,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",149
2007,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",146
2008,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",133
2009,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",157
2010,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",106
2011,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",118
2012,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",118
2013,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",127
2014,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",120
2015,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",142
2016,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",118
2017,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",125
2018,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",112
2019,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",90
2020,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",101
2021,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",114
2022,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",127
2023,Broj,Ž,"(S00-T98) Povrede, trovanja i posljedice djelovanja spoljnih faktora",116
2003,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2004,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2005,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2006,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2007,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2008,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2009,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2010,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2011,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2012,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2013,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2014,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2015,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2016,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2017,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2018,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2019,Broj,Ž,(U00-U85) Šifre za posebne namjene,0
2020,Broj,Ž,(U00-U85) Šifre za posebne namjene,562
2021,Broj,Ž,(U00-U85) Šifre za posebne namjene,1633
2022,Broj,Ž,(U00-U85) Šifre za posebne namjene,558
2023,Broj,Ž,(U00-U85) Šifre za posebne namjene,58
