Year,UNIT_MEASURE,Grad/opština,Pol,Starost,Value
2015,Broj,Pale,Ž,70-74,469
2015,Broj,Sokolac,Ukupno,70-74,454
2015,Broj,Sokolac,M,70-74,209
2015,Broj,Sokolac,Ž,70-74,245
2015,Broj,Trnovo,Ukupno,70-74,111
2015,Broj,Trnovo,M,70-74,40
2015,Broj,Trnovo,Ž,70-74,71
2015,Broj,Jezero,Ukupno,70-74,37
2015,Broj,Jezero,M,70-74,12
2015,Broj,Jezero,Ž,70-74,25
2015,Broj,Kalinovik,Ukupno,70-74,108
2015,Broj,Kalinovik,M,70-74,40
2015,Broj,Kalinovik,Ž,70-74,68
2015,Broj,Kneževo,Ukupno,70-74,449
2015,Broj,Kneževo,M,70-74,208
2015,Broj,Kneževo,Ž,70-74,241
2015,Broj,Kostajnica,Ukupno,70-74,193
2015,Broj,Kostajnica,M,70-74,83
2015,Broj,Kostajnica,Ž,70-74,110
2015,Broj,Kotor Varoš,Ukupno,70-74,644
2015,Broj,Kotor Varoš,M,70-74,253
2015,Broj,Kotor Varoš,Ž,70-74,391
2015,Broj,Kozarska Dubica,Ukupno,70-74,752
2015,Broj,Kozarska Dubica,M,70-74,297
2015,Broj,Kozarska Dubica,Ž,70-74,455
2015,Broj,Krupa Na Uni,Ukupno,70-74,79
2015,Broj,Krupa Na Uni,M,70-74,36
2015,Broj,Krupa Na Uni,Ž,70-74,43
2015,Broj,Kupres,Ukupno,70-74,35
2015,Broj,Kupres,M,70-74,13
2015,Broj,Kupres,Ž,70-74,22
2015,Broj,Laktaši,Ukupno,70-74,1382
2015,Broj,Laktaši,M,70-74,635
2015,Broj,Laktaši,Ž,70-74,747
2015,Broj,Lopare,Ukupno,70-74,643
2015,Broj,Lopare,M,70-74,282
2015,Broj,Lopare,Ž,70-74,361
2015,Broj,Ljubinje,Ukupno,70-74,138
2015,Broj,Ljubinje,M,70-74,58
2015,Broj,Ljubinje,Ž,70-74,80
2015,Broj,Milići,Ukupno,70-74,217
2015,Broj,Milići,M,70-74,85
2015,Broj,Milići,Ž,70-74,132
2015,Broj,Modriča,Ukupno,70-74,1185
2015,Broj,Modriča,M,70-74,518
2015,Broj,Modriča,Ž,70-74,667
2015,Broj,Mrkonjić Grad,Ukupno,70-74,767
2015,Broj,Mrkonjić Grad,M,70-74,342
2015,Broj,Mrkonjić Grad,Ž,70-74,425
2015,Broj,Nevesinje,Ukupno,70-74,571
2015,Broj,Nevesinje,M,70-74,223
2015,Broj,Nevesinje,Ž,70-74,348
2015,Broj,Novi Grad,Ukupno,70-74,1005
2015,Broj,Novi Grad,M,70-74,435
2015,Broj,Novi Grad,Ž,70-74,570
2015,Broj,Novo Goražde,Ukupno,70-74,110
2015,Broj,Novo Goražde,M,70-74,49
2015,Broj,Novo Goražde,Ž,70-74,61
2015,Broj,Osmaci,Ukupno,70-74,177
2015,Broj,Osmaci,M,70-74,80
2015,Broj,Osmaci,Ž,70-74,97
2015,Broj,Oštra Luka,Ukupno,70-74,121
2015,Broj,Oštra Luka,M,70-74,35
2015,Broj,Oštra Luka,Ž,70-74,86
2015,Broj,Pelagićevo,Ukupno,70-74,330
2015,Broj,Pelagićevo,M,70-74,129
2015,Broj,Pelagićevo,Ž,70-74,201
2015,Broj,Petrovac,Ukupno,70-74,18
2015,Broj,Petrovac,M,70-74,6
2015,Broj,Petrovac,Ž,70-74,12
2015,Broj,Petrovo,Ukupno,70-74,352
2015,Broj,Petrovo,M,70-74,144
2015,Broj,Petrovo,Ž,70-74,208
2015,Broj,Grad Prijedor,Ukupno,70-74,3449
2015,Broj,Grad Prijedor,M,70-74,1443
2015,Broj,Grad Prijedor,Ž,70-74,2006
2015,Broj,Prnjavor,Ukupno,70-74,1940
2015,Broj,Prnjavor,M,70-74,858
2015,Broj,Prnjavor,Ž,70-74,1082
2015,Broj,Ribnik,Ukupno,70-74,306
2015,Broj,Ribnik,M,70-74,130
2015,Broj,Ribnik,Ž,70-74,176
2015,Broj,Rogatica,Ukupno,70-74,459
2015,Broj,Rogatica,M,70-74,203
2015,Broj,Rogatica,Ž,70-74,256
2015,Broj,Rudo,Ukupno,70-74,426
2015,Broj,Rudo,M,70-74,197
2015,Broj,Rudo,Ž,70-74,229
2015,Broj,Srbac,Ukupno,70-74,909
2015,Broj,Srbac,M,70-74,436
2015,Broj,Srbac,Ž,70-74,473
2015,Broj,Srebrenica,Ukupno,70-74,412
2015,Broj,Srebrenica,M,70-74,144
2015,Broj,Srebrenica,Ž,70-74,268
2015,Broj,Stanari,Ukupno,70-74,444
2015,Broj,Stanari,M,70-74,189
2015,Broj,Stanari,Ž,70-74,255
2015,Broj,Teslić,Ukupno,70-74,1674
2015,Broj,Teslić,M,70-74,691
2015,Broj,Teslić,Ž,70-74,983
2015,Broj,Grad Trebinje,Ukupno,70-74,1134
2015,Broj,Grad Trebinje,M,70-74,487
2015,Broj,Grad Trebinje,Ž,70-74,647
2015,Broj,Ugljevik,Ukupno,70-74,567
2015,Broj,Ugljevik,M,70-74,268
2015,Broj,Ugljevik,Ž,70-74,299
2015,Broj,Foča,Ukupno,70-74,876
2015,Broj,Foča,M,70-74,361
2015,Broj,Foča,Ž,70-74,515
2015,Broj,Han Pijesak,Ukupno,70-74,139
2015,Broj,Han Pijesak,M,70-74,48
2015,Broj,Han Pijesak,Ž,70-74,91
2015,Broj,Čajniče,Ukupno,70-74,227
2015,Broj,Čajniče,M,70-74,92
2015,Broj,Čajniče,Ž,70-74,135
2015,Broj,Čelinac,Ukupno,70-74,635
2015,Broj,Čelinac,M,70-74,283
2015,Broj,Čelinac,Ž,70-74,352
2015,Broj,Šamac,Ukupno,70-74,910
2015,Broj,Šamac,M,70-74,392
2015,Broj,Šamac,Ž,70-74,518
2015,Broj,Šekovići,Ukupno,70-74,247
2015,Broj,Šekovići,M,70-74,105
2015,Broj,Šekovići,Ž,70-74,142
2015,Broj,Šipovo,Ukupno,70-74,344
2015,Broj,Šipovo,M,70-74,147
2015,Broj,Šipovo,Ž,70-74,197
2015,Broj,Republika Srpska,Ukupno,75-79,49216
2015,Broj,Republika Srpska,M,75-79,19949
2015,Broj,Republika Srpska,Ž,75-79,29267
2015,Broj,Grad Banja Luka,Ukupno,75-79,6428
2015,Broj,Grad Banja Luka,M,75-79,2691
2015,Broj,Grad Banja Luka,Ž,75-79,3737
2015,Broj,Berkovići,Ukupno,75-79,144
2015,Broj,Berkovići,M,75-79,59
2015,Broj,Berkovići,Ž,75-79,85
2015,Broj,Grad Bijeljina,Ukupno,75-79,4305
2015,Broj,Grad Bijeljina,M,75-79,1829
2015,Broj,Grad Bijeljina,Ž,75-79,2476
2015,Broj,Bileća,Ukupno,75-79,473
2015,Broj,Bileća,M,75-79,197
2015,Broj,Bileća,Ž,75-79,276
2015,Broj,Bratunac,Ukupno,75-79,546
2015,Broj,Bratunac,M,75-79,185
2015,Broj,Bratunac,Ž,75-79,361
2015,Broj,Brod,Ukupno,75-79,632
2015,Broj,Brod,M,75-79,228
2015,Broj,Brod,Ž,75-79,404
2015,Broj,Višegrad,Ukupno,75-79,560
2015,Broj,Višegrad,M,75-79,207
2015,Broj,Višegrad,Ž,75-79,353
2015,Broj,Vlasenica,Ukupno,75-79,299
2015,Broj,Vlasenica,M,75-79,101
2015,Broj,Vlasenica,Ž,75-79,198
2015,Broj,Vukosavlje,Ukupno,75-79,209
2015,Broj,Vukosavlje,M,75-79,89
2015,Broj,Vukosavlje,Ž,75-79,120
2015,Broj,Gacko,Ukupno,75-79,378
2015,Broj,Gacko,M,75-79,154
2015,Broj,Gacko,Ž,75-79,224
2015,Broj,Grad Gradiška,Ukupno,75-79,2088
2015,Broj,Grad Gradiška,M,75-79,873
2015,Broj,Grad Gradiška,Ž,75-79,1215
2015,Broj,Grad Derventa,Ukupno,75-79,1180
2015,Broj,Grad Derventa,M,75-79,482
2015,Broj,Grad Derventa,Ž,75-79,698
2015,Broj,Grad Doboj,Ukupno,75-79,2612
2015,Broj,Grad Doboj,M,75-79,1039
2015,Broj,Grad Doboj,Ž,75-79,1573
2015,Broj,Donji Žabar,Ukupno,75-79,191
2015,Broj,Donji Žabar,M,75-79,86
2015,Broj,Donji Žabar,Ž,75-79,105
2015,Broj,Grad Zvornik,Ukupno,75-79,1767
2015,Broj,Grad Zvornik,M,75-79,676
2015,Broj,Grad Zvornik,Ž,75-79,1091
2015,Broj,Istočni Drvar,Ukupno,75-79,2
2015,Broj,Istočni Drvar,M,75-79,0
2015,Broj,Istočni Drvar,Ž,75-79,2
2015,Broj,Istočni Mostar,Ukupno,75-79,21
2015,Broj,Istočni Mostar,M,75-79,9
2015,Broj,Istočni Mostar,Ž,75-79,12
2015,Broj,Grad Istočno Sarajevo,Ukupno,75-79,2663
2015,Broj,Grad Istočno Sarajevo,M,75-79,1062
2015,Broj,Grad Istočno Sarajevo,Ž,75-79,1601
2015,Broj,Istočna Ilidža,Ukupno,75-79,578
2015,Broj,Istočna Ilidža,M,75-79,240
2015,Broj,Istočna Ilidža,Ž,75-79,338
2015,Broj,Istočno Novo Sarajevo,Ukupno,75-79,416
2015,Broj,Istočno Novo Sarajevo,M,75-79,140
2015,Broj,Istočno Novo Sarajevo,Ž,75-79,276
2015,Broj,Istočni Stari Grad,Ukupno,75-79,75
2015,Broj,Istočni Stari Grad,M,75-79,31
2015,Broj,Istočni Stari Grad,Ž,75-79,44
2015,Broj,Pale,Ukupno,75-79,922
2015,Broj,Pale,M,75-79,372
2015,Broj,Pale,Ž,75-79,550
2015,Broj,Sokolac,Ukupno,75-79,552
2015,Broj,Sokolac,M,75-79,228
2015,Broj,Sokolac,Ž,75-79,324
2015,Broj,Trnovo,Ukupno,75-79,120
2015,Broj,Trnovo,M,75-79,51
2015,Broj,Trnovo,Ž,75-79,69
2015,Broj,Jezero,Ukupno,75-79,39
2015,Broj,Jezero,M,75-79,15
2015,Broj,Jezero,Ž,75-79,24
2015,Broj,Kalinovik,Ukupno,75-79,140
2015,Broj,Kalinovik,M,75-79,51
2015,Broj,Kalinovik,Ž,75-79,89
2015,Broj,Kneževo,Ukupno,75-79,345
2015,Broj,Kneževo,M,75-79,140
2015,Broj,Kneževo,Ž,75-79,205
2015,Broj,Kostajnica,Ukupno,75-79,229
2015,Broj,Kostajnica,M,75-79,107
2015,Broj,Kostajnica,Ž,75-79,122
2015,Broj,Kotor Varoš,Ukupno,75-79,544
2015,Broj,Kotor Varoš,M,75-79,226
2015,Broj,Kotor Varoš,Ž,75-79,318
2015,Broj,Kozarska Dubica,Ukupno,75-79,1181
2015,Broj,Kozarska Dubica,M,75-79,462
2015,Broj,Kozarska Dubica,Ž,75-79,719
2015,Broj,Krupa Na Uni,Ukupno,75-79,98
2015,Broj,Krupa Na Uni,M,75-79,37
2015,Broj,Krupa Na Uni,Ž,75-79,61
2015,Broj,Kupres,Ukupno,75-79,41
2015,Broj,Kupres,M,75-79,15
2015,Broj,Kupres,Ž,75-79,26
2015,Broj,Laktaši,Ukupno,75-79,1193
2015,Broj,Laktaši,M,75-79,500
2015,Broj,Laktaši,Ž,75-79,693
2015,Broj,Lopare,Ukupno,75-79,723
2015,Broj,Lopare,M,75-79,284
2015,Broj,Lopare,Ž,75-79,439
2015,Broj,Ljubinje,Ukupno,75-79,166
2015,Broj,Ljubinje,M,75-79,62
2015,Broj,Ljubinje,Ž,75-79,104
2015,Broj,Milići,Ukupno,75-79,269
2015,Broj,Milići,M,75-79,107
2015,Broj,Milići,Ž,75-79,162
2015,Broj,Modriča,Ukupno,75-79,1112
2015,Broj,Modriča,M,75-79,502
2015,Broj,Modriča,Ž,75-79,610
2015,Broj,Mrkonjić Grad,Ukupno,75-79,783
2015,Broj,Mrkonjić Grad,M,75-79,316
2015,Broj,Mrkonjić Grad,Ž,75-79,467
2015,Broj,Nevesinje,Ukupno,75-79,615
2015,Broj,Nevesinje,M,75-79,245
2015,Broj,Nevesinje,Ž,75-79,370
2015,Broj,Novi Grad,Ukupno,75-79,1164
2015,Broj,Novi Grad,M,75-79,471
2015,Broj,Novi Grad,Ž,75-79,693
2015,Broj,Novo Goražde,Ukupno,75-79,130
2015,Broj,Novo Goražde,M,75-79,58
2015,Broj,Novo Goražde,Ž,75-79,72
2015,Broj,Osmaci,Ukupno,75-79,203
2015,Broj,Osmaci,M,75-79,86
2015,Broj,Osmaci,Ž,75-79,117
2015,Broj,Oštra Luka,Ukupno,75-79,163
2015,Broj,Oštra Luka,M,75-79,69
2015,Broj,Oštra Luka,Ž,75-79,94
2015,Broj,Pelagićevo,Ukupno,75-79,278
2015,Broj,Pelagićevo,M,75-79,104
2015,Broj,Pelagićevo,Ž,75-79,174
2015,Broj,Petrovac,Ukupno,75-79,27
2015,Broj,Petrovac,M,75-79,9
2015,Broj,Petrovac,Ž,75-79,18
2015,Broj,Petrovo,Ukupno,75-79,398
2015,Broj,Petrovo,M,75-79,155
2015,Broj,Petrovo,Ž,75-79,243
2015,Broj,Grad Prijedor,Ukupno,75-79,3601
2015,Broj,Grad Prijedor,M,75-79,1417
2015,Broj,Grad Prijedor,Ž,75-79,2184
2015,Broj,Prnjavor,Ukupno,75-79,1595
2015,Broj,Prnjavor,M,75-79,652
2015,Broj,Prnjavor,Ž,75-79,943
2015,Broj,Ribnik,Ukupno,75-79,330
2015,Broj,Ribnik,M,75-79,124
2015,Broj,Ribnik,Ž,75-79,206
2015,Broj,Rogatica,Ukupno,75-79,582
2015,Broj,Rogatica,M,75-79,239
2015,Broj,Rogatica,Ž,75-79,343
2015,Broj,Rudo,Ukupno,75-79,379
2015,Broj,Rudo,M,75-79,166
2015,Broj,Rudo,Ž,75-79,213
2015,Broj,Srbac,Ukupno,75-79,779
2015,Broj,Srbac,M,75-79,318
2015,Broj,Srbac,Ž,75-79,461
2015,Broj,Srebrenica,Ukupno,75-79,364
2015,Broj,Srebrenica,M,75-79,131
2015,Broj,Srebrenica,Ž,75-79,233
2015,Broj,Stanari,Ukupno,75-79,353
2015,Broj,Stanari,M,75-79,143
2015,Broj,Stanari,Ž,75-79,210
2015,Broj,Teslić,Ukupno,75-79,1473
2015,Broj,Teslić,M,75-79,607
2015,Broj,Teslić,Ž,75-79,866
2015,Broj,Grad Trebinje,Ukupno,75-79,1311
2015,Broj,Grad Trebinje,M,75-79,542
2015,Broj,Grad Trebinje,Ž,75-79,769
2015,Broj,Ugljevik,Ukupno,75-79,666
2015,Broj,Ugljevik,M,75-79,273
2015,Broj,Ugljevik,Ž,75-79,393
2015,Broj,Foča,Ukupno,75-79,960
2015,Broj,Foča,M,75-79,388
2015,Broj,Foča,Ž,75-79,572
2015,Broj,Han Pijesak,Ukupno,75-79,219
2015,Broj,Han Pijesak,M,75-79,83
2015,Broj,Han Pijesak,Ž,75-79,136
2015,Broj,Čajniče,Ukupno,75-79,246
2015,Broj,Čajniče,M,75-79,83
2015,Broj,Čajniče,Ž,75-79,163
2015,Broj,Čelinac,Ukupno,75-79,510
2015,Broj,Čelinac,M,75-79,206
2015,Broj,Čelinac,Ž,75-79,304
2015,Broj,Šamac,Ukupno,75-79,793
2015,Broj,Šamac,M,75-79,317
2015,Broj,Šamac,Ž,75-79,476
2015,Broj,Šekovići,Ukupno,75-79,235
2015,Broj,Šekovići,M,75-79,89
2015,Broj,Šekovići,Ž,75-79,146
2015,Broj,Šipovo,Ukupno,75-79,481
2015,Broj,Šipovo,M,75-79,183
2015,Broj,Šipovo,Ž,75-79,298
2015,Broj,Republika Srpska,Ukupno,80-84,27692
2015,Broj,Republika Srpska,M,80-84,10285
2015,Broj,Republika Srpska,Ž,80-84,17407
2015,Broj,Grad Banja Luka,Ukupno,80-84,3567
2015,Broj,Grad Banja Luka,M,80-84,1378
2015,Broj,Grad Banja Luka,Ž,80-84,2189
2015,Broj,Berkovići,Ukupno,80-84,76
2015,Broj,Berkovići,M,80-84,33
2015,Broj,Berkovići,Ž,80-84,43
2015,Broj,Grad Bijeljina,Ukupno,80-84,2248
2015,Broj,Grad Bijeljina,M,80-84,857
2015,Broj,Grad Bijeljina,Ž,80-84,1391
2015,Broj,Bileća,Ukupno,80-84,299
2015,Broj,Bileća,M,80-84,123
2015,Broj,Bileća,Ž,80-84,176
2015,Broj,Bratunac,Ukupno,80-84,281
2015,Broj,Bratunac,M,80-84,90
2015,Broj,Bratunac,Ž,80-84,191
2015,Broj,Brod,Ukupno,80-84,367
2015,Broj,Brod,M,80-84,128
2015,Broj,Brod,Ž,80-84,239
2015,Broj,Višegrad,Ukupno,80-84,320
2015,Broj,Višegrad,M,80-84,118
2015,Broj,Višegrad,Ž,80-84,202
2015,Broj,Vlasenica,Ukupno,80-84,193
2015,Broj,Vlasenica,M,80-84,75
2015,Broj,Vlasenica,Ž,80-84,118
2015,Broj,Vukosavlje,Ukupno,80-84,119
2015,Broj,Vukosavlje,M,80-84,45
2015,Broj,Vukosavlje,Ž,80-84,74
2015,Broj,Gacko,Ukupno,80-84,229
2015,Broj,Gacko,M,80-84,79
2015,Broj,Gacko,Ž,80-84,150
2015,Broj,Grad Gradiška,Ukupno,80-84,1243
2015,Broj,Grad Gradiška,M,80-84,433
2015,Broj,Grad Gradiška,Ž,80-84,810
2015,Broj,Grad Derventa,Ukupno,80-84,676
2015,Broj,Grad Derventa,M,80-84,228
2015,Broj,Grad Derventa,Ž,80-84,448
2015,Broj,Grad Doboj,Ukupno,80-84,1476
2015,Broj,Grad Doboj,M,80-84,553
2015,Broj,Grad Doboj,Ž,80-84,923
2015,Broj,Donji Žabar,Ukupno,80-84,122
2015,Broj,Donji Žabar,M,80-84,48
2015,Broj,Donji Žabar,Ž,80-84,74
2015,Broj,Grad Zvornik,Ukupno,80-84,968
2015,Broj,Grad Zvornik,M,80-84,364
2015,Broj,Grad Zvornik,Ž,80-84,604
2015,Broj,Istočni Drvar,Ukupno,80-84,2
2015,Broj,Istočni Drvar,M,80-84,0
2015,Broj,Istočni Drvar,Ž,80-84,2
2015,Broj,Istočni Mostar,Ukupno,80-84,15
2015,Broj,Istočni Mostar,M,80-84,6
2015,Broj,Istočni Mostar,Ž,80-84,9
2015,Broj,Grad Istočno Sarajevo,Ukupno,80-84,1484
2015,Broj,Grad Istočno Sarajevo,M,80-84,568
2015,Broj,Grad Istočno Sarajevo,Ž,80-84,916
2015,Broj,Istočna Ilidža,Ukupno,80-84,326
2015,Broj,Istočna Ilidža,M,80-84,117
2015,Broj,Istočna Ilidža,Ž,80-84,209
2015,Broj,Istočno Novo Sarajevo,Ukupno,80-84,234
2015,Broj,Istočno Novo Sarajevo,M,80-84,83
2015,Broj,Istočno Novo Sarajevo,Ž,80-84,151
2015,Broj,Istočni Stari Grad,Ukupno,80-84,47
2015,Broj,Istočni Stari Grad,M,80-84,20
2015,Broj,Istočni Stari Grad,Ž,80-84,27
2015,Broj,Pale,Ukupno,80-84,492
2015,Broj,Pale,M,80-84,194
2015,Broj,Pale,Ž,80-84,298
2015,Broj,Sokolac,Ukupno,80-84,328
2015,Broj,Sokolac,M,80-84,127
2015,Broj,Sokolac,Ž,80-84,201
2015,Broj,Trnovo,Ukupno,80-84,57
2015,Broj,Trnovo,M,80-84,27
2015,Broj,Trnovo,Ž,80-84,30
2015,Broj,Jezero,Ukupno,80-84,27
2015,Broj,Jezero,M,80-84,10
2015,Broj,Jezero,Ž,80-84,17
2015,Broj,Kalinovik,Ukupno,80-84,90
2015,Broj,Kalinovik,M,80-84,32
2015,Broj,Kalinovik,Ž,80-84,58
2015,Broj,Kneževo,Ukupno,80-84,195
2015,Broj,Kneževo,M,80-84,69
2015,Broj,Kneževo,Ž,80-84,126
2015,Broj,Kostajnica,Ukupno,80-84,138
2015,Broj,Kostajnica,M,80-84,41
2015,Broj,Kostajnica,Ž,80-84,97
2015,Broj,Kotor Varoš,Ukupno,80-84,271
2015,Broj,Kotor Varoš,M,80-84,101
2015,Broj,Kotor Varoš,Ž,80-84,170
2015,Broj,Kozarska Dubica,Ukupno,80-84,708
2015,Broj,Kozarska Dubica,M,80-84,267
2015,Broj,Kozarska Dubica,Ž,80-84,441
2015,Broj,Krupa Na Uni,Ukupno,80-84,78
2015,Broj,Krupa Na Uni,M,80-84,26
2015,Broj,Krupa Na Uni,Ž,80-84,52
2015,Broj,Kupres,Ukupno,80-84,19
2015,Broj,Kupres,M,80-84,8
2015,Broj,Kupres,Ž,80-84,11
2015,Broj,Laktaši,Ukupno,80-84,677
2015,Broj,Laktaši,M,80-84,247
2015,Broj,Laktaši,Ž,80-84,430
2015,Broj,Lopare,Ukupno,80-84,467
2015,Broj,Lopare,M,80-84,179
2015,Broj,Lopare,Ž,80-84,288
2015,Broj,Ljubinje,Ukupno,80-84,122
2015,Broj,Ljubinje,M,80-84,35
2015,Broj,Ljubinje,Ž,80-84,87
2015,Broj,Milići,Ukupno,80-84,151
2015,Broj,Milići,M,80-84,52
2015,Broj,Milići,Ž,80-84,99
2015,Broj,Modriča,Ukupno,80-84,640
2015,Broj,Modriča,M,80-84,230
2015,Broj,Modriča,Ž,80-84,410
2015,Broj,Mrkonjić Grad,Ukupno,80-84,552
2015,Broj,Mrkonjić Grad,M,80-84,194
2015,Broj,Mrkonjić Grad,Ž,80-84,358
2015,Broj,Nevesinje,Ukupno,80-84,385
2015,Broj,Nevesinje,M,80-84,150
2015,Broj,Nevesinje,Ž,80-84,235
2015,Broj,Novi Grad,Ukupno,80-84,641
2015,Broj,Novi Grad,M,80-84,231
2015,Broj,Novi Grad,Ž,80-84,410
2015,Broj,Novo Goražde,Ukupno,80-84,78
2015,Broj,Novo Goražde,M,80-84,39
2015,Broj,Novo Goražde,Ž,80-84,39
2015,Broj,Osmaci,Ukupno,80-84,84
2015,Broj,Osmaci,M,80-84,30
2015,Broj,Osmaci,Ž,80-84,54
2015,Broj,Oštra Luka,Ukupno,80-84,78
2015,Broj,Oštra Luka,M,80-84,25
2015,Broj,Oštra Luka,Ž,80-84,53
2015,Broj,Pelagićevo,Ukupno,80-84,184
2015,Broj,Pelagićevo,M,80-84,64
2015,Broj,Pelagićevo,Ž,80-84,120
2015,Broj,Petrovac,Ukupno,80-84,19
2015,Broj,Petrovac,M,80-84,5
2015,Broj,Petrovac,Ž,80-84,14
2015,Broj,Petrovo,Ukupno,80-84,204
2015,Broj,Petrovo,M,80-84,78
2015,Broj,Petrovo,Ž,80-84,126
2015,Broj,Grad Prijedor,Ukupno,80-84,1852
2015,Broj,Grad Prijedor,M,80-84,717
2015,Broj,Grad Prijedor,Ž,80-84,1135
2015,Broj,Prnjavor,Ukupno,80-84,864
2015,Broj,Prnjavor,M,80-84,321
2015,Broj,Prnjavor,Ž,80-84,543
2015,Broj,Ribnik,Ukupno,80-84,208
2015,Broj,Ribnik,M,80-84,74
2015,Broj,Ribnik,Ž,80-84,134
2015,Broj,Rogatica,Ukupno,80-84,320
2015,Broj,Rogatica,M,80-84,111
2015,Broj,Rogatica,Ž,80-84,209
2015,Broj,Rudo,Ukupno,80-84,185
2015,Broj,Rudo,M,80-84,64
2015,Broj,Rudo,Ž,80-84,121
2015,Broj,Srbac,Ukupno,80-84,448
2015,Broj,Srbac,M,80-84,150
2015,Broj,Srbac,Ž,80-84,298
2015,Broj,Srebrenica,Ukupno,80-84,159
2015,Broj,Srebrenica,M,80-84,44
2015,Broj,Srebrenica,Ž,80-84,115
2015,Broj,Stanari,Ukupno,80-84,204
2015,Broj,Stanari,M,80-84,75
2015,Broj,Stanari,Ž,80-84,129
2015,Broj,Teslić,Ukupno,80-84,799
2015,Broj,Teslić,M,80-84,309
2015,Broj,Teslić,Ž,80-84,490
2015,Broj,Grad Trebinje,Ukupno,80-84,843
2015,Broj,Grad Trebinje,M,80-84,312
2015,Broj,Grad Trebinje,Ž,80-84,531
2015,Broj,Ugljevik,Ukupno,80-84,405
2015,Broj,Ugljevik,M,80-84,156
2015,Broj,Ugljevik,Ž,80-84,249
2015,Broj,Foča,Ukupno,80-84,517
2015,Broj,Foča,M,80-84,213
2015,Broj,Foča,Ž,80-84,304
2015,Broj,Han Pijesak,Ukupno,80-84,137
2015,Broj,Han Pijesak,M,80-84,46
2015,Broj,Han Pijesak,Ž,80-84,91
2015,Broj,Čajniče,Ukupno,80-84,121
2015,Broj,Čajniče,M,80-84,43
2015,Broj,Čajniče,Ž,80-84,78
2015,Broj,Čelinac,Ukupno,80-84,276
2015,Broj,Čelinac,M,80-84,88
2015,Broj,Čelinac,Ž,80-84,188
2015,Broj,Šamac,Ukupno,80-84,439
2015,Broj,Šamac,M,80-84,159
2015,Broj,Šamac,Ž,80-84,280
2015,Broj,Šekovići,Ukupno,80-84,126
2015,Broj,Šekovići,M,80-84,44
2015,Broj,Šekovići,Ž,80-84,82
2015,Broj,Šipovo,Ukupno,80-84,296
2015,Broj,Šipovo,M,80-84,120
2015,Broj,Šipovo,Ž,80-84,176
2015,Broj,Republika Srpska,Ukupno,85-89,10696
2015,Broj,Republika Srpska,M,85-89,3791
2015,Broj,Republika Srpska,Ž,85-89,6905
2015,Broj,Grad Banja Luka,Ukupno,85-89,1417
2015,Broj,Grad Banja Luka,M,85-89,525
2015,Broj,Grad Banja Luka,Ž,85-89,892
2015,Broj,Berkovići,Ukupno,85-89,37
2015,Broj,Berkovići,M,85-89,19
2015,Broj,Berkovići,Ž,85-89,18
2015,Broj,Grad Bijeljina,Ukupno,85-89,802
2015,Broj,Grad Bijeljina,M,85-89,293
2015,Broj,Grad Bijeljina,Ž,85-89,509
2015,Broj,Bileća,Ukupno,85-89,165
2015,Broj,Bileća,M,85-89,63
2015,Broj,Bileća,Ž,85-89,102
2015,Broj,Bratunac,Ukupno,85-89,86
2015,Broj,Bratunac,M,85-89,34
2015,Broj,Bratunac,Ž,85-89,52
2015,Broj,Brod,Ukupno,85-89,139
2015,Broj,Brod,M,85-89,44
2015,Broj,Brod,Ž,85-89,95
2015,Broj,Višegrad,Ukupno,85-89,124
2015,Broj,Višegrad,M,85-89,51
2015,Broj,Višegrad,Ž,85-89,73
2015,Broj,Vlasenica,Ukupno,85-89,73
2015,Broj,Vlasenica,M,85-89,24
2015,Broj,Vlasenica,Ž,85-89,49
2015,Broj,Vukosavlje,Ukupno,85-89,39
2015,Broj,Vukosavlje,M,85-89,9
2015,Broj,Vukosavlje,Ž,85-89,30
2015,Broj,Gacko,Ukupno,85-89,110
2015,Broj,Gacko,M,85-89,39
2015,Broj,Gacko,Ž,85-89,71
2015,Broj,Grad Gradiška,Ukupno,85-89,516
2015,Broj,Grad Gradiška,M,85-89,169
2015,Broj,Grad Gradiška,Ž,85-89,347
2015,Broj,Grad Derventa,Ukupno,85-89,245
2015,Broj,Grad Derventa,M,85-89,78
2015,Broj,Grad Derventa,Ž,85-89,167
2015,Broj,Grad Doboj,Ukupno,85-89,536
2015,Broj,Grad Doboj,M,85-89,188
2015,Broj,Grad Doboj,Ž,85-89,348
2015,Broj,Donji Žabar,Ukupno,85-89,32
2015,Broj,Donji Žabar,M,85-89,12
2015,Broj,Donji Žabar,Ž,85-89,20
2015,Broj,Grad Zvornik,Ukupno,85-89,341
2015,Broj,Grad Zvornik,M,85-89,116
2015,Broj,Grad Zvornik,Ž,85-89,225
2015,Broj,Istočni Drvar,Ukupno,85-89,2
2015,Broj,Istočni Drvar,M,85-89,1
2015,Broj,Istočni Drvar,Ž,85-89,1
2015,Broj,Istočni Mostar,Ukupno,85-89,5
2015,Broj,Istočni Mostar,M,85-89,2
2015,Broj,Istočni Mostar,Ž,85-89,3
2015,Broj,Grad Istočno Sarajevo,Ukupno,85-89,580
2015,Broj,Grad Istočno Sarajevo,M,85-89,211
2015,Broj,Grad Istočno Sarajevo,Ž,85-89,369
2015,Broj,Istočna Ilidža,Ukupno,85-89,127
2015,Broj,Istočna Ilidža,M,85-89,48
2015,Broj,Istočna Ilidža,Ž,85-89,79
